,name,region,country,lat,lon,tz_id,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,avgvis_km,avgvis_miles,avghumidity,condition,uv
2023-09-12,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,31.9,89.4,24.9,76.8,27.5,81.6,6.0,9.7,14.4,0.57,7.2,4.0,87.0,Moderate or heavy rain shower,7.0
2023-09-13,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,25.1,77.2,21.5,70.7,23.0,73.5,9.4,15.1,108.0,4.25,5.7,3.0,97.0,Heavy rain,6.0
2023-09-14,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,23.1,73.6,22.1,71.8,22.6,72.6,6.3,10.1,0.0,0.0,1.3,0.0,97.0,Fog,5.0
2023-09-15,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,28.9,84.0,22.3,72.1,25.3,77.5,4.7,7.6,0.0,0.0,7.3,4.0,85.0,Mist,6.0
2023-09-16,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,28.4,83.1,23.8,74.8,25.6,78.1,3.6,5.8,4.4,0.17,9.6,5.0,88.0,Light rain shower,6.0
2023-09-17,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,30.7,87.3,23.5,74.3,26.8,80.3,8.1,13.0,6.2,0.24,8.8,5.0,85.0,Light rain shower,7.0
2023-09-18,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.3,90.1,24.5,76.1,27.6,81.7,8.5,13.7,9.0,0.35,7.5,4.0,85.0,Light rain shower,7.0
2023-09-19,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.0,89.7,24.3,75.7,27.3,81.1,8.1,13.0,12.33,0.49,8.1,5.0,86.0,Light rain shower,7.0
2023-09-20,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.1,89.8,24.9,76.7,27.8,82.0,8.7,14.0,4.52,0.18,7.3,4.0,84.0,Light rain shower,7.0
2023-09-21,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,33.0,91.4,24.9,76.9,28.2,82.7,7.8,12.6,1.74,0.07,8.1,5.0,82.0,Light rain shower,7.0
2023-09-22,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,33.3,92.0,24.6,76.2,28.2,82.7,9.4,15.1,0.26,0.01,8.3,5.0,80.0,Fog,7.0
2023-09-23,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.5,90.6,24.6,76.3,27.7,81.8,8.7,14.0,1.31,0.05,9.4,5.0,80.0,Light rain shower,7.0
2023-09-24,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.7,90.8,23.9,75.1,27.5,81.5,7.4,11.9,4.08,0.16,7.9,4.0,80.0,Patchy light drizzle,7.0
2023-09-25,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,31.3,88.4,24.2,75.6,27.3,81.2,4.9,7.9,9.6,0.38,9.8,6.0,79.0,Light rain shower,7.0
2023-09-26,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,30.4,86.7,22.7,72.9,25.4,77.7,6.3,10.1,8.85,0.35,8.0,4.0,86.0,Light rain shower,7.0
2023-09-27,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,24.5,76.1,22.9,73.3,23.4,74.0,7.4,11.9,51.61,2.03,8.1,5.0,97.0,Light rain shower,5.0
2023-09-28,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,29.6,85.3,23.3,74.0,25.4,77.8,6.9,11.2,7.24,0.29,8.5,5.0,88.0,Light rain shower,6.0
2023-09-29,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,28.4,83.2,22.7,72.8,24.9,76.9,5.4,8.6,2.69,0.11,8.3,5.0,89.0,Light rain shower,6.0
2023-09-30,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,30.4,86.8,24.3,75.8,26.9,80.4,5.8,9.4,8.56,0.34,9.6,5.0,84.0,Light rain shower,7.0
2023-10-01,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.3,90.1,23.6,74.5,27.6,81.6,6.7,10.8,1.03,0.04,8.6,5.0,79.0,Patchy rain possible,7.0
2023-10-02,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.2,90.0,23.4,74.1,27.3,81.1,9.4,15.1,0.25,0.01,9.7,6.0,79.0,Patchy rain possible,7.0
2023-10-03,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.2,90.0,23.2,73.8,27.5,81.5,5.8,9.4,0.04,0.0,9.0,5.0,76.0,Patchy rain possible,7.0
2023-10-04,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,32.4,90.3,24.0,75.2,28.1,82.6,6.0,9.7,0.02,0.0,10.0,6.0,75.0,Patchy rain possible,7.0
2023-10-05,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,33.5,92.2,24.6,76.4,28.5,83.4,5.6,9.0,1.68,0.07,10.0,6.0,75.0,Patchy rain possible,7.0
2023-10-06,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,33.1,91.6,24.5,76.1,28.0,82.4,9.2,14.8,5.83,0.23,9.7,6.0,78.0,Patchy light drizzle,7.0
2023-10-07,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,30.6,87.0,24.0,75.3,26.9,80.4,8.7,14.0,12.83,0.5,9.8,6.0,76.0,Light rain shower,7.0
2023-10-08,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,29.2,84.5,23.3,73.9,25.7,78.2,4.9,7.9,0.34,0.01,10.0,6.0,70.0,Patchy rain possible,6.0
2023-10-09,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,29.2,84.5,23.7,74.7,26.0,78.8,5.4,8.6,0.27,0.01,10.0,6.0,67.0,Patchy rain possible,6.0
2023-10-10,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,24.8,76.6,21.3,70.4,23.5,74.3,4.3,6.8,2.09,0.08,9.6,5.0,75.0,Overcast,5.0
2023-10-11,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,24.4,75.9,21.8,71.2,22.8,73.1,5.8,9.4,0.01,0.0,10.0,6.0,72.0,Overcast,5.0
2023-10-12,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,22.6,72.8,21.2,70.1,21.8,71.2,4.3,6.8,3.99,0.16,7.3,4.0,88.0,Light rain,5.0
2023-10-13,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,28.0,82.5,21.8,71.2,24.4,76.0,5.1,8.3,5.52,0.22,10.0,6.0,82.0,Light rain shower,6.0
2023-10-14,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,26.5,79.7,23.3,73.9,24.7,76.4,5.4,8.6,2.58,0.1,10.0,6.0,78.0,Light rain shower,6.0
2023-10-15,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,28.8,83.8,22.1,71.8,25.1,77.1,4.0,6.5,0.12,0.0,10.0,6.0,71.0,Cloudy,6.0
2023-10-16,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,31.6,88.9,23.4,74.2,27.2,81.0,5.6,9.0,0.04,0.0,10.0,6.0,62.0,Partly cloudy,8.0
2023-10-17,Da Nang,,Vietnam,21.72,105.35,Asia/Bangkok,31.7,89.1,22.7,72.8,26.8,80.2,6.9,11.2,0.01,0.0,10.0,6.0,66.0,Partly cloudy,8.0
