"latitude","longitude","timezone","datetime","temp","feels_like","pressure","humidity","dew_point","uvi","clouds","visibility","wind_speed","wind_deg","wind_gust","weather_id","weather_main","weather_description","weather_icon"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T00:00:00.000Z","26.63","26.63","1011","82","23.3","0.36","12","10000","2.3","61","3.91","801","Clouds","few clouds","02d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T01:00:00.000Z","28.01","31.24","1012","74","22.94","1.47","18","10000","3.67","38","4.43","801","Clouds","few clouds","02d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T02:00:00.000Z","29.18","32.74","1012","68","22.67","3.59","11","10000","3.92","30","3.92","500","Rain","light rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T03:00:00.000Z","29.96","33.58","1012","64","22.41","6.1","12","10000","4.0","28","3.69","501","Rain","moderate rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T04:00:00.000Z","30.71","34.72","1011","62","22.59","8.6","13","10000","4.29","38","4.03","501","Rain","moderate rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T05:00:00.000Z","31.01","34.87","1010","60","22.33","9.38","22","10000","4.85","45","4.84","500","Rain","light rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T06:00:00.000Z","30.07","33.17","1010","61","21.72","8.5","64","10000","5.81","48","6.02","500","Rain","light rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T07:00:00.000Z","25.99","25.99","1009","60","17.63","5.96","75","10000","6.05","46","6.6","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T08:00:00.000Z","25.99","25.99","1009","59","17.36","3.44","67","10000","6.33","45","6.87","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T09:00:00.000Z","25.99","25.99","1009","60","17.63","1.38","60","10000","6.2","45","7.35","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T10:00:00.000Z","25.99","25.99","1010","63","18.41","0.12","51","10000","6.21","40","9.47","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T11:00:00.000Z","25.99","25.99","1011","63","18.41","0.0","49","10000","5.93","34","10.79","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T12:00:00.000Z","25.99","25.99","1012","64","18.66","0.0","81","10000","5.86","32","11.15","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T13:00:00.000Z","25.99","25.99","1013","65","18.9","0.0","87","10000","5.5","31","11.34","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T14:00:00.000Z","25.99","25.99","1013","65","18.9","0.0","92","10000","4.77","31","10.98","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T15:00:00.000Z","25.99","25.99","1014","65","18.9","0.0","95","10000","4.07","24","10.33","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T16:00:00.000Z","25.99","25.99","1014","65","18.9","0.0","96","10000","3.6","14","9.28","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T17:00:00.000Z","24.99","25.27","1013","66","18.2","0.0","97","10000","3.43","11","8.29","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T18:00:00.000Z","24.99","25.32","1013","68","18.68","0.0","98","10000","3.05","3","6.84","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T19:00:00.000Z","24.99","25.37","1012","70","19.14","0.0","99","10000","3.01","3","6.73","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T20:00:00.000Z","23.99","24.32","1012","72","18.63","0.0","99","10000","3.05","10","6.96","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T21:00:00.000Z","24.99","25.45","1012","73","19.82","0.0","98","10000","3.07","18","7.15","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T22:00:00.000Z","24.99","25.45","1012","73","19.82","0.0","92","10000","2.99","21","7.27","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-07T23:00:00.000Z","24.99","25.48","1013","74","20.03","0.0","86","10000","2.77","18","7.27","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T00:00:00.000Z","24.99","25.42","1014","72","19.59","0.36","40","10000","2.92","14","7.9","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T01:00:00.000Z","26.99","28.29","1015","63","19.35","1.51","58","10000","4.6","20","8.8","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T02:00:00.000Z","27.99","29.11","1015","57","18.68","3.72","44","10000","5.45","19","8.12","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T03:00:00.000Z","27.99","28.62","1015","52","17.22","6.32","33","10000","5.66","22","7.56","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T04:00:00.000Z","28.99","29.65","1014","50","17.52","7.69","29","10000","5.55","26","6.97","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T05:00:00.000Z","28.99","29.41","1013","48","16.88","8.39","30","10000","4.99","27","6.12","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T06:00:00.000Z","30.99","32.04","1012","47","18.36","7.6","22","10000","4.63","26","5.67","801","Clouds","few clouds","02d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T07:00:00.000Z","30.99","32.04","1011","47","18.36","3.54","26","10000","3.87","18","5.15","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T08:00:00.000Z","30.99","32.41","1011","49","19.03","2.04","32","10000","3.37","357","4.88","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T09:00:00.000Z","30.99","33.87","1011","56","21.19","0.81","38","10000","3.27","335","5.07","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T10:00:00.000Z","29.99","34.31","1011","67","23.19","0.25","37","10000","2.45","321","5.31","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T11:00:00.000Z","27.99","30.92","1012","72","22.47","0.0","41","10000","1.69","327","4.66","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T12:00:00.000Z","26.99","28.92","1013","71","21.28","0.0","74","10000","2.09","341","4.64","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T13:00:00.000Z","25.99","25.99","1014","71","20.33","0.0","82","10000","2.29","338","4.2","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T14:00:00.000Z","25.99","25.99","1015","72","20.55","0.0","82","10000","2.3","328","3.58","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T15:00:00.000Z","26.99","29.01","1015","72","21.51","0.0","88","10000","2.17","326","3.13","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T16:00:00.000Z","25.99","25.99","1015","72","20.55","0.0","91","10000","2.37","338","3.89","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T17:00:00.000Z","24.99","25.42","1015","72","19.59","0.0","89","10000","2.54","352","4.79","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T18:00:00.000Z","23.99","24.3","1014","71","18.41","0.0","7","10000","2.76","9","5.67","800","Clear","clear sky","01n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T19:00:00.000Z","23.99","24.27","1014","70","18.18","0.0","14","10000","2.83","13","6.38","801","Clouds","few clouds","02n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T20:00:00.000Z","24.99","25.37","1014","70","19.14","0.0","26","10000","2.89","18","7.34","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T21:00:00.000Z","23.99","24.27","1014","70","18.18","0.0","39","10000","2.79","16","6.62","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T22:00:00.000Z","23.99","24.3","1014","71","18.41","0.0","54","10000","2.84","16","6.62","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-08T23:00:00.000Z","23.99","24.32","1015","72","18.63","0.0","63","10000","2.73","10","6.32","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T00:00:00.000Z","24.99","25.4","1015","71","19.37","0.32","12","10000","3.25","359","8.0","801","Clouds","few clouds","02d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T01:00:00.000Z","25.99","25.99","1016","60","17.63","1.54","17","10000","4.71","2","9.85","801","Clouds","few clouds","02d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T02:00:00.000Z","26.99","27.53","1016","52","16.3","3.78","34","10000","5.88","13","9.09","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T03:00:00.000Z","27.99","28.35","1016","49","16.29","6.45","41","10000","5.89","17","8.29","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T04:00:00.000Z","29.99","30.44","1015","46","17.11","8.38","35","10000","5.46","13","7.32","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T05:00:00.000Z","29.99","30.3","1015","45","16.77","9.15","30","10000","4.67","9","6.19","802","Clouds","scattered clouds","03d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T06:00:00.000Z","30.99","31.68","1014","45","17.67","8.27","62","10000","4.15","11","5.37","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T07:00:00.000Z","30.99","31.86","1013","46","18.02","5.41","73","10000","3.54","8","4.94","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T08:00:00.000Z","30.99","31.86","1012","46","18.02","3.11","67","10000","3.19","15","4.78","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T09:00:00.000Z","29.99","30.58","1012","47","17.45","1.24","58","10000","3.22","32","4.83","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T10:00:00.000Z","29.99","32.24","1013","57","20.54","0.17","51","10000","3.34","56","5.56","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T11:00:00.000Z","28.99","31.17","1013","61","20.71","0.0","49","10000","4.42","66","8.85","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T12:00:00.000Z","27.99","29.78","1014","63","20.29","0.0","31","10000","4.13","56","9.58","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T13:00:00.000Z","27.99","30.01","1015","65","20.8","0.0","46","10000","3.39","41","8.76","802","Clouds","scattered clouds","03n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T14:00:00.000Z","26.99","28.44","1016","65","19.85","0.0","67","10000","3.11","29","7.94","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T15:00:00.000Z","26.99","28.44","1016","65","19.85","0.0","78","10000","2.96","25","7.66","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T16:00:00.000Z","25.99","25.99","1016","65","18.9","0.0","84","10000","2.84","26","7.22","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T17:00:00.000Z","25.99","25.99","1016","65","18.9","0.0","87","10000","3.13","19","7.58","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T18:00:00.000Z","25.99","25.99","1015","65","18.9","0.0","100","10000","3.55","13","8.03","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T19:00:00.000Z","26.99","28.44","1015","65","19.85","0.0","100","10000","3.59","17","8.95","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T20:00:00.000Z","25.99","25.99","1014","66","19.15","0.0","100","10000","3.35","21","8.91","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T21:00:00.000Z","24.99","25.29","1014","67","18.44","0.0","100","10000","3.47","20","8.9","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T22:00:00.000Z","24.99","25.29","1015","67","18.44","0.0","100","10000","3.59","15","8.56","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-09T23:00:00.000Z","24.99","25.32","1015","68","18.68","0.0","100","10000","3.41","12","7.97","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T00:00:00.000Z","24.99","25.35","1017","69","18.91","0.09","100","10000","3.6","15","8.87","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T01:00:00.000Z","25.99","25.99","1017","65","18.9","0.52","100","10000","4.22","22","9.87","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T02:00:00.000Z","26.99","28.29","1018","63","19.35","1.29","100","10000","4.71","25","10.04","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T03:00:00.000Z","27.99","29.44","1018","60","19.5","2.2","100","10000","5.24","23","9.95","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T04:00:00.000Z","27.99","29.01","1017","56","18.4","4.91","100","10000","5.88","22","9.3","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T05:00:00.000Z","28.99","30.43","1016","56","19.33","5.36","100","10000","5.55","25","8.61","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T06:00:00.000Z","29.99","32.42","1015","58","20.83","4.84","78","10000","5.03","34","7.72","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T07:00:00.000Z","29.99","32.05","1015","56","20.26","2.35","86","10000","5.64","38","7.79","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T08:00:00.000Z","29.99","31.87","1014","55","19.97","1.35","74","10000","6.08","39","8.12","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T09:00:00.000Z","28.99","30.87","1014","59","20.17","0.54","76","10000","5.47","43","8.75","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T10:00:00.000Z","28.99","31.33","1014","62","20.97","0.19","82","10000","4.95","47","10.36","803","Clouds","broken clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T11:00:00.000Z","27.99","29.55","1015","61","19.77","0.0","85","10000","5.04","46","10.82","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T12:00:00.000Z","25.99","25.99","1016","62","18.15","0.0","100","10000","4.29","49","9.44","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T13:00:00.000Z","24.99","25.16","1016","62","17.21","0.0","100","10000","4.36","44","9.84","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T14:00:00.000Z","24.99","25.19","1017","63","17.46","0.0","100","10000","4.45","35","10.35","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T15:00:00.000Z","24.99","25.19","1017","63","17.46","0.0","99","10000","4.45","29","10.99","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T16:00:00.000Z","24.99","25.19","1017","63","17.46","0.0","99","10000","4.56","27","11.28","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T17:00:00.000Z","24.99","25.16","1017","62","17.21","0.0","99","10000","4.57","26","11.27","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T18:00:00.000Z","24.99","25.16","1016","62","17.21","0.0","81","10000","4.31","27","10.97","803","Clouds","broken clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T19:00:00.000Z","23.99","24.06","1016","62","16.27","0.0","90","10000","4.14","27","10.79","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T20:00:00.000Z","23.99","24.09","1016","63","16.52","0.0","90","10000","4.11","27","11.0","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T21:00:00.000Z","23.99","24.06","1016","62","16.27","0.0","93","10000","4.23","26","11.3","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T22:00:00.000Z","24.99","25.14","1016","61","16.95","0.0","95","10000","4.41","22","11.28","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-10T23:00:00.000Z","23.99","24.04","1016","61","16.01","0.0","96","10000","4.38","18","10.96","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T00:00:00.000Z","24.99","25.19","1017","63","17.46","0.26","99","10000","4.4","14","10.36","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T01:00:00.000Z","24.99","25.14","1018","61","16.95","0.7","100","10000","4.99","13","9.65","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T02:00:00.000Z","26.99","27.66","1018","54","16.9","1.73","99","10000","5.96","19","8.1","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T03:00:00.000Z","27.99","28.71","1018","53","17.52","2.95","97","10000","5.66","23","7.1","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T04:00:00.000Z","26.99","27.66","1018","54","16.9","7.29","97","10000","5.27","23","6.36","500","Rain","light rain","10d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T05:00:00.000Z","28.99","30.16","1017","54","18.75","7.96","98","10000","4.86","21","5.74","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T06:00:00.000Z","28.99","30.02","1016","53","18.45","7.2","94","10000","4.48","19","5.09","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T07:00:00.000Z","28.99","30.02","1015","53","18.45","5.57","99","10000","3.75","21","4.58","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T08:00:00.000Z","28.99","30.16","1014","54","18.75","3.19","91","10000","3.1","25","4.2","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T09:00:00.000Z","27.99","29.01","1014","56","18.4","1.26","89","10000","2.66","37","4.09","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T10:00:00.000Z","26.99","28.29","1014","63","19.35","0.27","92","10000","2.36","54","4.08","804","Clouds","overcast clouds","04d"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T11:00:00.000Z","25.99","25.99","1015","65","18.9","0.0","93","10000","2.72","67","4.9","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T12:00:00.000Z","25.99","25.99","1016","66","19.15","0.0","95","10000","2.47","57","4.91","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T13:00:00.000Z","24.99","25.27","1017","66","18.2","0.0","98","10000","2.14","43","4.17","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T14:00:00.000Z","24.99","25.32","1017","68","18.68","0.0","98","10000","1.98","43","3.99","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T15:00:00.000Z","24.99","25.37","1017","70","19.14","0.0","98","10000","1.93","47","3.86","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T16:00:00.000Z","23.99","24.32","1017","72","18.63","0.0","99","10000","1.8","50","3.21","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T17:00:00.000Z","23.99","24.38","1017","74","19.07","0.0","99","10000","1.85","46","3.06","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T18:00:00.000Z","23.99","24.4","1016","75","19.29","0.0","100","10000","2.18","37","3.63","500","Rain","light rain","10n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T19:00:00.000Z","23.99","24.4","1016","75","19.29","0.0","100","10000","2.76","33","4.8","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T20:00:00.000Z","23.99","24.43","1016","76","19.5","0.0","100","10000","2.89","28","5.36","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T21:00:00.000Z","23.99","24.43","1016","76","19.5","0.0","100","10000","2.78","14","5.58","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T22:00:00.000Z","22.99","23.3","1016","75","18.32","0.0","100","10000","2.63","8","5.57","804","Clouds","overcast clouds","04n"
"21.0278","105.8342","Asia/Bangkok","2023-10-11T23:00:00.000Z","23.99","24.4","1017","75","19.29","0.0","100","10000","2.66","3","5.64","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T00:00:00.000Z","26.41","26.41","1010","80","22.68","0.69","100","10000","2.31","297","2.52","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T01:00:00.000Z","27.98","31.17","1011","74","22.91","2.44","100","10000","2.15","289","2.38","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T02:00:00.000Z","29.21","32.8","1011","68","22.69","5.27","100","10000","1.53","284","1.97","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T03:00:00.000Z","29.88","33.62","1011","65","22.59","8.33","100","10000","0.42","190","1.04","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T04:00:00.000Z","30.74","35.03","1011","63","22.88","9.66","100","10000","1.53","143","1.22","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T05:00:00.000Z","30.98","35.57","1010","63","23.11","10.1","100","10000","2.21","128","1.38","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T06:00:00.000Z","30.89","35.11","1009","62","22.76","8.76","87","10000","2.85","123","1.92","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T07:00:00.000Z","30.49","34.72","1008","64","22.91","4.22","99","10000","2.5","117","2.11","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T08:00:00.000Z","31.01","37.03","1008","68","24.41","2.3","93","10000","2.37","101","2.12","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T09:00:00.000Z","31.01","38.01","1008","76","26.28","0.84","94","10000","1.77","76","2.15","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T10:00:00.000Z","29.01","34.55","1008","79","25.0","0.18","94","10000","0.7","70","1.04","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T11:00:00.000Z","28.01","32.12","1009","80","24.23","0.0","95","10000","0.05","285","0.47","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T12:00:00.000Z","27.01","30.25","1010","85","24.27","0.0","100","10000","1.02","290","0.9","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T13:00:00.000Z","27.01","30.35","1011","86","24.47","0.0","100","10000","1.38","270","1.3","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T14:00:00.000Z","28.01","33.43","1011","88","25.83","0.0","100","10000","2.11","294","1.97","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T15:00:00.000Z","27.01","30.55","1011","88","24.85","0.0","100","10000","2.21","301","2.17","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T16:00:00.000Z","27.01","30.45","1011","87","24.66","0.0","100","10000","2.07","299","2.13","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T17:00:00.000Z","27.01","30.45","1010","87","24.66","0.0","100","10000","2.18","296","2.19","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T18:00:00.000Z","27.01","30.55","1010","88","24.85","0.0","99","10000","2.25","297","2.26","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T19:00:00.000Z","26.01","26.01","1009","88","23.87","0.0","100","10000","2.48","288","2.5","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T20:00:00.000Z","26.01","26.01","1009","87","23.68","0.0","100","10000","2.26","287","2.27","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T21:00:00.000Z","26.01","26.01","1009","87","23.68","0.0","100","10000","1.97","290","1.97","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T22:00:00.000Z","26.01","26.01","1010","86","23.48","0.0","100","10000","2.1","282","2.02","804","Clouds","overcast clouds","04n"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-07T23:00:00.000Z","26.01","26.01","1010","85","23.29","0.0","100","10000","2.12","276","2.1","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T00:00:00.000Z","27.01","29.95","1011","82","23.67","0.74","92","10000","2.26","281","2.45","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T01:00:00.000Z","29.01","34.13","1012","77","24.57","2.51","100","10000","2.14","288","2.54","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T02:00:00.000Z","31.01","37.93","1012","71","25.13","5.44","99","10000","1.36","307","1.7","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T03:00:00.000Z","33.01","40.01","1012","67","26.06","8.61","100","10000","0.61","354","1.04","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T04:00:00.000Z","33.01","40.01","1011","65","25.55","9.68","100","10000","1.21","90","1.28","804","Clouds","overcast clouds","04d"
"12.2388","109.1967","Asia/Ho_Chi_Minh","2023-10-08T05:00:00.000Z","33.01","40.01","1010","65","25.55","10.12","100","10000","1.73","127","1.69","804","Clouds","overcast clouds","04d"
